created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2025-11-21T16:20:43+00:00,1,0,0,0,-57,-54,128,1,0.1,,,,
2025-11-21T16:22:17+00:00,2,0,0,0,-61,-57,128,1,0.53,,,,
2025-11-21T16:22:39+00:00,3,23.957,86.155,0,-60,-57,128,1,0.9,,,,
2025-11-21T16:23:01+00:00,4,23.699,86.697,0,-59,-57,128,1,1.28,,,,
2025-11-21T16:23:24+00:00,5,23.463,87.063,0,-58,-56,128,1,1.65,,,,
2025-11-21T16:23:47+00:00,6,23.302,87.711,0,-59,-55,128,1,2.03,,,,
2025-11-21T16:24:10+00:00,7,23.184,88.467,0,-58,-55,128,1,2.42,,,,
2025-11-21T16:24:32+00:00,8,23.045,89.1,0,-59,-55,128,1,2.8,,,,
2025-11-21T16:24:55+00:00,9,22.927,89.588,0,-58,-55,128,1,3.17,,,,
2025-11-21T16:25:20+00:00,10,22.777,89.985,0,-58,-55,128,1,3.58,,,,
2025-11-21T16:25:43+00:00,11,22.67,90.481,0,-58,-55,128,1,3.97,,,,
2025-11-21T16:26:05+00:00,12,22.595,90.992,0,-59,-56,128,1,4.33,,,,
2025-11-21T16:32:49+00:00,13,0,0,0,0,0,0,0,0,,,,
2025-11-21T16:39:45+00:00,14,0,0,0,0,0,0,0,0,,,,
2025-11-21T16:40:29+00:00,15,0,0,0,-75,-63,345,2,0,,,,
2025-11-21T16:40:55+00:00,16,24.89,83.912,0,-73,-62,345,2,0.48,,,,
2025-11-21T16:41:18+00:00,17,24.139,83.92,0,-75,-63,345,2,0.87,,,,
2025-11-21T16:41:41+00:00,18,23.56,85.514,0,-75,-64,345,2,1.27,,,,
2025-11-21T16:42:07+00:00,19,23.141,87.215,0,-74,-63,345,2,1.7,,,,
2025-11-21T16:42:30+00:00,20,22.788,88.696,0,-75,-64,345,2,2.08,,,,
2025-11-21T16:42:54+00:00,21,22.584,89.954,0,-75,-64,345,2,2.47,,,,
2025-11-21T16:43:17+00:00,22,22.412,90.87,0,-74,-64,345,2,2.87,,,,
2025-11-21T16:43:41+00:00,23,22.337,91.618,0,-76,-65,345,2,3.27,,,,
2025-11-21T16:44:05+00:00,24,22.241,92.106,0,-76,-65,345,2,3.65,,,,
2025-11-21T16:47:01+00:00,25,22.144,92.571,0,0,0,0,0,4.05,,,,
2025-11-21T16:53:12+00:00,26,0,0,0,0,0,0,0,0,,,,
2025-11-21T17:00:05+00:00,27,0,0,0,0,0,0,0,0,,,,
2025-11-21T17:06:56+00:00,28,0,0,0,0,0,0,0,0,,,,
2025-11-21T17:13:43+00:00,29,0,0,0,0,0,0,0,0,,,,
2025-11-21T17:20:59+00:00,30,0,0,0,0,0,0,0,0,,,,
2025-11-21T17:27:47+00:00,31,0,0,0,0,0,0,0,0,,,,
2025-11-21T17:34:30+00:00,32,0,0,0,0,0,0,0,0,,,,
2025-11-21T17:42:14+00:00,33,0,0,0,0,0,0,0,0,,,,
2025-11-21T17:48:03+00:00,34,0,0,0,0,0,0,1,0,,,,
2025-11-21T17:48:26+00:00,35,21.704,95.31,0,-77,-67,286,1,68,,,,
2025-11-21T17:48:48+00:00,36,21.694,95.341,0,-77,-67,286,1,68.38,,,,
2025-11-21T17:49:11+00:00,37,21.64,95.325,0,-77,-67,286,1,68.77,,,,
2025-11-21T17:49:36+00:00,38,21.629,95.348,0,-77,-67,286,1,69.18,,,,
2025-11-21T17:49:58+00:00,39,21.608,95.47,0,-77,-67,286,1,69.55,,,,
2025-11-21T17:50:21+00:00,40,21.619,95.608,0,-77,-67,286,1,69.93,,,,
2025-11-21T17:50:46+00:00,41,21.608,95.6,0,-77,-67,286,1,70.35,,,,
2025-11-21T17:51:09+00:00,42,21.586,95.654,0,-77,-67,286,1,70.73,,,,
2025-11-21T17:51:32+00:00,43,21.608,95.699,0,-78,-67,278,1,71.1,,,,
2025-11-21T17:51:56+00:00,44,21.619,95.73,0,-78,-67,278,1,71.5,,,,
2025-11-21T17:52:18+00:00,45,21.608,95.715,0,-78,-67,278,1,71.88,,,,
2025-11-21T17:52:41+00:00,46,21.629,95.676,0,-78,-67,278,1,72.27,,,,
2025-11-21T17:53:04+00:00,47,21.629,95.585,0,-78,-67,278,1,72.65,,,,
2025-11-21T17:53:30+00:00,48,21.629,95.57,0,-78,-67,278,1,73.03,,,,
