created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2025-11-21T21:56:09+00:00,1,20.514,97.79,0,-76,-75,128,1,0.8,,,,
2025-11-21T21:56:32+00:00,2,20.407,98.019,0,-77,-76,128,1,1.18,,,,
2025-11-21T21:56:55+00:00,3,20.278,98.377,0,-75,-75,128,1,1.57,,,,
2025-11-21T21:57:19+00:00,4,20.203,98.728,0,-74,-75,128,1,1.95,,,,
2025-11-21T21:57:41+00:00,5,20.149,99.041,0,-77,-76,128,1,2.35,,,,
2025-11-21T21:59:14+00:00,6,0,0,0,-75,-78,128,1,3.9,,,,
2025-11-21T21:59:38+00:00,7,19.999,100.079,0,-78,-77,128,1,4.28,,,,
2025-11-21T22:00:02+00:00,8,20.278,100.491,0,-80,-80,128,1,4.68,,,,
2025-11-21T22:00:25+00:00,9,20.396,100.048,0,-79,-80,128,1,5.07,,,,
2025-11-21T22:00:48+00:00,10,20.332,99.758,0,-75,-79,128,1,5.45,,,,
2025-11-21T22:01:14+00:00,11,20.278,99.651,0,-75,-78,128,1,5.88,,,,
2025-11-21T22:01:37+00:00,12,20.299,99.628,0,-75,-77,128,1,6.28,,,,
2025-11-21T22:02:01+00:00,13,20.278,99.598,0,-77,-78,128,1,6.67,,,,
2025-11-21T22:02:23+00:00,14,20.246,99.567,0,-78,-79,128,1,7.05,,,,
2025-11-21T22:02:46+00:00,15,20.181,99.628,0,-77,-80,128,1,7.43,,,,
2025-11-21T22:03:10+00:00,16,20.16,99.712,0,-77,-81,128,1,7.82,,,,
2025-11-21T22:03:33+00:00,17,20.096,99.857,0,-76,-80,128,1,8.22,,,,
2025-11-21T22:03:56+00:00,18,20.063,100.056,0,-75,-78,128,1,8.6,,,,
2025-11-21T22:04:19+00:00,19,20.02,100.208,0,-75,-77,128,1,8.98,,,,
2025-11-21T22:04:43+00:00,20,19.988,100.399,0,-74,-76,128,1,9.35,,,,
2025-11-21T22:05:05+00:00,21,19.956,100.506,0,-76,-77,128,1,9.75,,,,
2025-11-21T22:05:28+00:00,22,19.999,100.636,0,-75,-76,128,1,10.13,,,,
2025-11-21T22:05:51+00:00,23,20.01,100.62,0,-72,-74,128,1,10.5,,,,
2025-11-21T22:06:14+00:00,24,20.01,100.636,0,-73,-75,128,1,10.88,,,,
2025-11-21T22:06:37+00:00,25,19.999,100.704,0,-76,-75,128,1,11.27,,,,
2025-11-21T22:07:00+00:00,26,20.031,100.697,0,-75,-75,128,1,11.65,,,,
2025-11-21T22:07:23+00:00,27,20.096,100.674,0,-80,-77,128,1,12.03,,,,
